aX,aY,aZ,gX,gY,gZ,Sample No
0.878,0.433,-0.293,-1.16,-0.732,-3.845,26
0.868,0.434,-0.285,-2.502,-0.671,-3.967,26
0.858,0.441,-0.274,-3.784,-0.305,-3.906,26
0.85,0.446,-0.264,-4.578,-0.427,-3.662,26
0.837,0.45,-0.253,-4.517,-0.244,-2.93,26
0.83,0.456,-0.238,-4.089,0.244,-2.38,26
0.823,0.457,-0.226,-2.93,0.916,-1.953,26
0.826,0.456,-0.219,-1.77,1.343,-1.16,26
0.829,0.454,-0.224,-0.183,1.038,0,26
0.829,0.457,-0.24,1.587,0.854,0.549,26
0.833,0.453,-0.245,2.563,0.671,0.61,26
0.837,0.455,-0.243,2.808,0.488,0.183,26
0.838,0.456,-0.243,3.113,-0.122,-0.183,26
0.833,0.461,-0.242,2.808,-0.549,-0.61,26
0.836,0.466,-0.242,3.113,-0.977,-0.916,26
0.835,0.466,-0.243,3.54,-1.526,-0.854,26
0.835,0.46,-0.246,3.784,-1.587,-0.671,26
0.835,0.458,-0.247,3.235,-1.282,-0.427,26
0.839,0.459,-0.253,2.747,-0.793,0.244,26
0.844,0.459,-0.256,1.648,0.183,0.549,26
0.847,0.461,-0.255,0.977,0.488,0.183,26
0.85,0.458,-0.253,0.732,0.183,-0.366,26
0.851,0.459,-0.248,0.732,0,-0.732,26
0.855,0.458,-0.246,1.16,0,-0.61,26
0.854,0.456,-0.245,1.221,-0.305,-0.488,26
0.845,0.456,-0.247,1.343,-0.488,-0.183,26
0.844,0.455,-0.248,1.526,-0.366,0.549,26
0.846,0.456,-0.25,1.343,0.366,0.793,26
0.844,0.458,-0.251,1.343,0.244,0.916,26
0.842,0.454,-0.252,1.77,-0.244,0.671,26
0.835,0.452,-0.255,1.465,-0.122,0.305,26
0.833,0.453,-0.256,1.038,0.183,0.366,26
0.835,0.451,-0.252,0.977,0.305,0.549,26
0.831,0.447,-0.248,0.366,0.183,0.671,26
0.826,0.443,-0.244,0.427,0,1.038,26
0.824,0.447,-0.248,0.732,0,1.404,26
0.826,0.452,-0.253,0.366,0.549,1.526,26
0.829,0.452,-0.259,-0.244,0.854,1.343,26
0.827,0.453,-0.261,-0.305,0.488,0.977,26
0.827,0.454,-0.257,-0.549,0.427,0.732,26
0.826,0.455,-0.258,-0.305,0,0.549,26
0.83,0.457,-0.259,-0.061,-0.61,0.549,26
0.829,0.458,-0.254,-0.244,-0.793,0.671,26
0.831,0.456,-0.251,-0.122,-0.61,0.61,26
0.835,0.449,-0.252,0,-0.305,0.488,26
0.84,0.439,-0.254,-0.366,-0.122,0.122,26
0.834,0.437,-0.255,-0.427,-0.061,-0.183,26
0.83,0.436,-0.255,-0.916,0.305,-0.427,26
0.829,0.443,-0.254,-0.977,0.671,0.183,26
0.833,0.451,-0.259,-0.977,0.732,0.977,26
0.829,0.452,-0.261,-0.854,0.427,1.587,26
0.825,0.451,-0.257,-0.488,0.122,1.892,26
0.826,0.45,-0.251,-0.122,0,1.953,26
0.831,0.447,-0.253,0.305,0.244,1.77,26
0.837,0.445,-0.252,0.549,0,1.038,26
0.835,0.441,-0.251,0.549,-0.366,0.427,26
0.827,0.442,-0.254,0.61,-0.61,0.061,26
0.827,0.447,-0.255,0.244,-0.122,-0.061,26
0.83,0.446,-0.255,0.549,-0.122,0,26
0.833,0.446,-0.25,0.61,-0.305,-0.061,26
0.829,0.445,-0.247,0.977,-0.366,-0.183,26
0.825,0.444,-0.25,1.221,-0.122,-0.244,26
0.831,0.446,-0.252,1.404,-0.061,-0.244,26
0.838,0.444,-0.244,1.77,-0.061,-0.305,26
0.841,0.441,-0.232,1.892,-0.061,-0.671,26
0.84,0.436,-0.234,1.892,0,-0.854,26
0.835,0.435,-0.239,1.709,0.244,-0.427,26
0.838,0.437,-0.246,1.648,1.16,0.122,26
0.845,0.446,-0.248,1.648,1.953,0.549,26
0.849,0.451,-0.246,2.258,1.648,0.488,26
0.845,0.455,-0.251,2.625,1.221,0.305,26
0.834,0.453,-0.254,2.747,1.038,0.061,26
0.831,0.452,-0.249,2.686,1.038,-0.305,26
0.83,0.451,-0.244,2.563,0.854,-0.671,26
0.83,0.455,-0.242,2.686,0.854,-0.61,26
0.827,0.452,-0.25,3.113,0.61,-0.916,26
0.831,0.445,-0.252,3.113,0.305,-1.038,26
0.833,0.443,-0.253,2.686,0.427,-0.916,26
0.838,0.44,-0.258,2.441,0.366,-0.854,26
0.838,0.446,-0.257,2.014,0.244,-0.732,26
0.837,0.451,-0.251,1.465,0.122,-0.854,26
0.836,0.457,-0.247,1.282,0.183,-0.854,26
0.837,0.458,-0.242,1.16,0.305,-1.038,26
3.142,3.879,-0.046,67.505,28.748,-11.475,27
1.19,3.352,-2.063,109.436,-16.846,-1.343,27
0.415,1.308,-2.26,104.98,-23.315,-1.404,27
1.186,0.591,-1.377,71.533,-16.113,-39.307,27
0.51,0.011,-0.316,14.221,-55.847,-47.729,27
0.807,-0.216,-0.316,-49.316,-7.935,-48.462,27
0.824,-0.158,-0.347,-103.882,8.911,-30.457,27
0.701,-0.146,-0.161,-135.315,-0.061,-20.386,27
0.631,-0.088,0.152,-134.094,0.732,-20.447,27
0.581,0.059,0.377,-114.502,6.47,-14.404,27
0.654,0.217,0.443,-85.51,17.761,-3.052,27
0.823,0.412,0.297,-49.561,25.757,4.761,27
0.927,0.612,0.09,-18.616,18.005,5.432,27
0.93,0.722,-0.015,-1.221,8.057,-0.183,27
0.813,0.662,-0.035,7.324,2.136,-4.7,27
0.722,0.508,-0.109,13.672,0.061,-4.272,27
0.704,0.4,-0.224,17.151,-0.427,-1.953,27
0.725,0.364,-0.324,17.273,0.244,0.854,27
0.766,0.365,-0.381,16.541,0.549,2.747,27
0.776,0.387,-0.401,15.991,-0.549,2.686,27
0.782,0.411,-0.396,15.381,-2.014,2.625,27
0.792,0.44,-0.381,13.672,-1.831,3.784,27
0.782,0.441,-0.359,10.986,-0.61,6.47,27
0.772,0.443,-0.345,8.423,0.488,7.996,27
0.783,0.46,-0.325,5.554,0.854,7.751,27
0.788,0.465,-0.292,2.93,0.183,6.958,27
0.805,0.456,-0.243,2.136,-1.038,5.249,27
0.83,0.46,-0.201,1.16,-2.319,3.235,27
0.835,0.462,-0.164,0.854,-3.113,2.93,27
0.817,0.484,-0.165,1.16,-3.54,1.953,27
0.792,0.504,-0.194,2.808,-4.395,0,27
0.797,0.5,-0.238,5.676,-3.967,-0.366,27
0.823,0.485,-0.258,7.69,-2.686,0.916,27
0.852,0.495,-0.283,7.507,-1.953,0.977,27
0.871,0.472,-0.301,6.165,-1.404,2.075,27
0.885,0.453,-0.299,3.601,-1.16,2.625,27
0.888,0.449,-0.288,0.671,-1.526,2.258,27
0.883,0.449,-0.268,-1.892,-1.038,1.465,27
0.874,0.463,-0.249,-3.845,-0.732,-0.793,27
0.864,0.478,-0.241,-4.517,-0.061,-2.441,27
0.857,0.489,-0.234,-3.479,0.671,-3.052,27
0.856,0.489,-0.235,-2.197,1.221,-2.991,27
0.854,0.484,-0.236,-0.977,1.648,-2.441,27
0.85,0.477,-0.234,0.488,1.892,-1.953,27
0.85,0.475,-0.234,2.319,1.709,-0.916,27
0.847,0.476,-0.232,4.944,0.916,0.732,27
0.838,0.476,-0.225,5.798,0.427,1.587,27
0.834,0.483,-0.225,5.127,0.61,1.526,27
0.832,0.491,-0.228,4.456,1.282,1.282,27
0.831,0.493,-0.235,3.967,1.587,1.282,27
0.824,0.491,-0.238,3.54,1.526,1.526,27
0.818,0.488,-0.242,2.869,1.404,1.709,27
0.812,0.483,-0.249,2.075,1.77,2.136,27
0.806,0.483,-0.251,0.305,2.197,2.502,27
0.806,0.486,-0.254,-1.038,2.38,2.808,27
0.81,0.487,-0.258,-2.136,2.441,3.174,27
0.815,0.484,-0.26,-3.723,2.319,2.93,27
0.818,0.479,-0.258,-5.127,2.075,2.258,27
0.819,0.475,-0.255,-6.287,1.526,2.014,27
0.823,0.473,-0.248,-7.263,1.343,1.282,27
0.826,0.473,-0.244,-8.179,1.526,0.854,27
0.824,0.472,-0.238,-8.789,1.343,0.671,27
0.811,0.475,-0.23,-8.911,1.221,0.732,27
0.81,0.474,-0.221,-8.789,1.404,0.977,27
0.825,0.475,-0.225,-8.667,1.77,1.343,27
0.83,0.469,-0.232,-9.155,2.014,1.892,27
0.827,0.46,-0.229,-9.155,1.831,2.441,27
0.818,0.459,-0.224,-9.888,1.77,2.808,27
0.819,0.465,-0.224,-10.132,1.587,3.113,27
0.825,0.466,-0.232,-10.01,1.709,3.418,27
0.821,0.466,-0.229,-10.498,1.526,3.418,27
0.813,0.466,-0.221,-11.047,1.404,3.174,27
0.803,0.473,-0.222,-11.169,1.099,3.296,27
0.805,0.483,-0.215,-11.658,0.854,3.54,27
0.815,0.485,-0.217,-12.024,1.038,3.357,27
0.809,0.477,-0.228,-12.085,1.099,2.869,27
0.801,0.472,-0.233,-12.451,0.977,2.563,27
0.802,0.473,-0.237,-13.062,0.916,2.747,27
0.804,0.481,-0.241,-13.916,0.916,2.991,27
0.81,0.484,-0.243,-14.709,0.916,3.052,27
0.818,0.48,-0.241,-15.198,0.793,3.174,27
0.829,0.469,-0.236,-15.564,0.916,2.93,27
0.837,0.461,-0.235,-16.235,0.793,2.686,27
0.842,0.46,-0.23,-16.968,0.61,2.563,27
0.843,0.465,-0.228,-17.517,0.732,2.747,27
0.843,0.471,-0.226,-18.188,0.854,2.747,27
0.845,0.476,-0.221,-18.616,1.221,2.747,27
0.848,0.473,-0.218,-18.921,1.343,2.502,27
0.843,0.469,-0.22,-18.982,1.465,2.258,27
0.838,0.474,-0.223,-19.47,1.648,2.014,27
0.833,0.481,-0.226,-19.653,1.709,2.014,27
0.832,0.486,-0.228,-20.02,1.831,2.075,27
0.836,0.482,-0.232,-20.264,1.831,2.319,27
0.833,0.472,-0.233,-20.508,1.892,2.136,27
0.829,0.468,-0.235,-21.118,1.831,2.014,27
0.828,0.471,-0.238,-21.545,2.258,2.197,27
0.83,0.477,-0.24,-21.606,2.441,2.38,27
0.836,0.485,-0.238,-22.034,2.686,2.319,27
0.834,0.482,-0.241,-22.034,2.625,2.197,27
0.83,0.479,-0.245,-22.278,2.563,1.892,27
0.833,0.471,-0.241,-22.522,2.502,1.465,27
0.833,0.467,-0.232,-22.766,2.502,1.343,27
0.827,0.465,-0.232,-22.766,2.441,1.343,27
0.821,0.462,-0.233,-22.766,2.441,1.465,27
0.821,0.458,-0.231,-23.01,2.319,1.587,27
0.82,0.458,-0.224,-23.254,2.563,1.831,27
0.819,0.461,-0.225,-23.315,2.625,1.953,27
0.817,0.462,-0.224,-23.437,2.747,2.258,27
0.819,0.462,-0.225,-23.682,2.747,2.258,27
0.822,0.46,-0.226,-23.499,2.991,2.441,27
0.827,0.461,-0.223,-23.499,2.869,2.258,27
0.83,0.475,-0.224,-23.804,2.869,2.014,27
0.836,0.463,-0.231,-23.56,2.93,2.197,27
0.838,0.462,-0.228,-23.437,2.869,2.075,27
0.837,0.457,-0.225,-23.499,2.747,1.892,27
0.833,0.457,-0.227,-23.437,2.563,1.953,27
0.833,0.457,-0.224,-23.499,2.563,1.77,27
0.833,0.462,-0.226,-23.682,2.502,2.014,27
0.83,0.469,-0.225,-23.743,2.625,2.014,27
1.712,3.26,-1.281,89.783,7.141,-9.338,28
0.544,1.76,-1.964,96.863,-13.306,-10.315,28
0.716,0.936,-1.781,93.323,-9.827,-31.433,28
1.031,0.414,-1.049,50.049,10.742,-39.673,28
0.832,-0.106,-0.563,20.752,-9.155,-46.082,28
0.856,-0.233,-0.237,-24.109,-13.977,-42.175,28
0.814,-0.096,-0.207,-70.618,-6.104,-25.452,28
0.743,-0.031,-0.24,-92.468,-5.432,-19.409,28
0.67,0.049,-0.11,-99.365,-7.385,-16.907,28
0.631,0.143,0.088,-97.168,-5.493,-12.817,28
0.652,0.238,0.209,-85.571,1.038,-5.798,28
0.732,0.318,0.231,-66.589,9.644,1.404,28
0.825,0.423,0.194,-45.776,12.756,4.639,28
0.877,0.495,0.119,-26.978,10.315,4.15,28
0.876,0.515,0.043,-12.39,7.446,2.319,28
0.827,0.507,-0.029,-2.625,5.371,0.732,28
0.796,0.472,-0.109,5.127,2.991,1.404,28
0.787,0.441,-0.18,12.695,-0.061,2.93,28
0.805,0.429,-0.248,18.311,-2.075,4.578,28
0.824,0.43,-0.292,20.02,-2.686,5.981,28
0.848,0.445,-0.308,18.799,-2.136,7.324,28
0.862,0.465,-0.301,16.541,-1.343,8.24,28
0.868,0.488,-0.288,13.489,-0.732,7.568,28
0.861,0.505,-0.271,10.315,-0.366,5.371,28
0.854,0.513,-0.235,6.897,-0.305,2.747,28
0.859,0.508,-0.202,4.272,-0.183,0.183,28
0.867,0.496,-0.164,2.441,-0.183,-1.404,28
0.868,0.494,-0.127,1.587,-0.671,-2.136,28
0.859,0.497,-0.12,1.892,-0.793,-2.808,28
0.845,0.5,-0.138,3.723,-1.282,-3.235,28
0.839,0.5,-0.157,6.226,-1.099,-2.869,28
0.843,0.499,-0.175,7.812,-0.671,-2.197,28
0.859,0.49,-0.19,8.362,-0.183,-1.343,28
0.873,0.474,-0.197,7.568,0,-0.427,28
0.885,0.464,-0.203,5.676,-0.183,-0.122,28
0.894,0.452,-0.199,3.357,0.122,-0.488,28
0.895,0.448,-0.188,1.099,0.671,-1.404,28
0.892,0.448,-0.183,-1.099,0.916,-2.38,28
0.883,0.452,-0.174,-2.625,1.099,-3.784,28
0.874,0.45,-0.167,-3.235,1.587,-5.066,28
0.868,0.449,-0.161,-3.296,2.136,-5.432,28
0.867,0.449,-0.157,-3.113,2.441,-4.883,28
0.87,0.449,-0.16,-2.808,2.93,-3.662,28
0.865,0.446,-0.151,-2.93,3.479,-2.563,28
0.86,0.445,-0.147,-2.502,3.906,-1.892,28
0.861,0.453,-0.149,-1.709,4.517,-1.16,28
0.86,0.461,-0.155,-0.732,4.944,-0.549,28
0.864,0.465,-0.156,0.549,4.7,-0.183,28
0.867,0.47,-0.153,1.526,4.333,-0.427,28
0.858,0.473,-0.152,2.319,4.15,-0.916,28
0.854,0.473,-0.153,3.052,3.662,-1.038,28
0.854,0.468,-0.16,3.357,3.967,-1.038,28
0.851,0.462,-0.164,2.991,3.845,-0.793,28
0.849,0.461,-0.16,2.014,3.479,-0.488,28
0.848,0.472,-0.154,1.16,3.54,-0.244,28
0.849,0.473,-0.158,0.732,3.479,0,28
0.845,0.475,-0.162,0,3.296,0.244,28
0.845,0.471,-0.162,-0.671,3.296,0.305,28
0.847,0.468,-0.166,-1.282,3.357,0.61,28
0.851,0.46,-0.171,-1.221,3.357,0.488,28
0.856,0.468,-0.172,-1.709,3.113,-0.183,28
0.854,0.452,-0.178,-1.648,2.747,-0.244,28
0.849,0.448,-0.18,-1.77,2.502,-0.427,28
0.85,0.443,-0.177,-1.892,2.258,-0.061,28
0.852,0.445,-0.175,-1.892,2.258,0.793,28
0.852,0.451,-0.171,-1.892,1.892,1.526,28
0.852,0.452,-0.162,-1.587,1.404,1.709,28
0.849,0.448,-0.161,-1.282,1.038,2.014,28
0.852,0.441,-0.161,-0.977,1.587,2.197,28
0.844,0.437,-0.161,-1.16,2.136,2.747,28
0.841,0.441,-0.161,-1.221,2.197,3.357,28
0.837,0.443,-0.163,-1.404,2.441,4.211,28
0.845,0.452,-0.164,-1.343,2.38,4.272,28
0.846,0.451,-0.164,-1.221,2.075,3.601,28
0.839,0.453,-0.164,-0.916,1.221,2.502,28
0.833,0.455,-0.17,-0.916,0.671,1.953,28
0.831,0.457,-0.18,-1.343,0.671,1.709,28
0.836,0.459,-0.185,-1.465,0.61,1.465,28
0.841,0.461,-0.182,-1.465,0.244,1.038,28
0.841,0.46,-0.179,-1.221,-0.183,0.61,28
0.837,0.458,-0.179,-1.221,-0.305,0.305,28
0.834,0.459,-0.185,-1.282,-0.244,0.183,28
0.835,0.46,-0.182,-1.465,-0.183,0.549,28
0.847,0.457,-0.186,-1.77,-0.061,0.732,28
0.859,0.456,-0.184,-1.831,-0.122,0.793,28
0.855,0.456,-0.183,-1.892,-0.183,0.916,28
0.857,0.456,-0.179,-2.014,-0.244,0.854,28
0.859,0.458,-0.178,-1.77,-0.732,0.916,28
0.868,0.455,-0.173,-1.526,-0.488,1.038,28
0.872,0.451,-0.175,-1.587,0.244,0.549,28
0.873,0.447,-0.177,-1.282,0.732,0.183,28
0.872,0.448,-0.179,-1.099,0.61,0.366,28
0.867,0.449,-0.177,-1.282,1.099,0.61,28
0.865,0.45,-0.183,-1.587,1.648,0.977,28
0.861,0.448,-0.188,-1.953,2.197,1.587,28
0.866,0.448,-0.185,-2.38,2.686,1.953,28
0.864,0.453,-0.187,-2.625,2.563,2.075,28
0.859,0.458,-0.188,-2.502,2.258,1.77,28
0.848,0.463,-0.192,-2.502,2.136,1.587,28
0.836,0.461,-0.196,-2.319,2.075,1.099,28
0.834,0.459,-0.197,-2.258,2.258,0.854,28
0.834,0.462,-0.194,-1.953,2.136,0.305,28
0.829,0.458,-0.191,-1.526,1.77,-0.244,28
0.833,0.452,-0.194,-1.038,1.038,-0.793,28
0.833,0.443,-0.194,-0.977,0.732,-0.916,28
0.831,0.443,-0.192,-1.221,0.854,-0.549,28
0.832,0.452,-0.187,-1.526,0.732,-0.183,28
0.833,0.458,-0.186,-1.221,0.488,0.183,28
0.835,0.457,-0.188,-1.16,0.244,0.305,28
0.837,0.454,-0.184,-0.732,0.305,0.427,28
0.839,0.451,-0.18,0,0,0.427,28
0.846,0.45,-0.181,0.366,-0.183,0.305,28
0.846,0.45,-0.177,0.61,-0.427,0.061,28
0.847,0.447,-0.178,1.16,-0.671,0.122,28
0.848,0.447,-0.181,0.977,0,0.671,28
0.848,0.448,-0.184,1.038,0.366,1.221,28
0.849,0.453,-0.184,1.221,0.488,1.77,28
0.853,0.458,-0.186,1.282,0.427,2.136,28
0.852,0.459,-0.191,1.038,0.671,2.136,28
1.758,2.077,-0.563,350.769,5.188,-35.828,29
0.78,1.387,-1.602,261.841,-33.936,6.409,29
0.592,0.897,-1.629,134.827,-18.738,-9.338,29
0.696,0.416,-0.801,26.062,-10.498,-6.348,29
0.647,0.085,-0.266,-25.818,-18.799,-4.089,29
0.784,0.099,-0.21,-61.707,5.127,-2.197,29
0.841,0.148,-0.22,-81.055,23.254,4.333,29
0.776,0.173,-0.172,-76.66,11.108,4.211,29
0.738,0.215,-0.073,-64.514,0.671,0.305,29
0.695,0.283,0.012,-52.551,-0.061,-2.747,29
0.694,0.361,0.037,-39.185,1.892,-3.784,29
0.748,0.445,0.039,-24.414,2.502,-4.272,29
0.807,0.502,0.024,-9.521,-0.061,-7.019,29
0.831,0.518,-0.024,4.089,-3.662,-10.803,29
0.828,0.509,-0.084,12.634,-6.042,-12.146,29
0.815,0.481,-0.148,16.785,-5.554,-10.132,29
0.808,0.449,-0.199,17.517,-4.028,-5.737,29
0.811,0.43,-0.242,16.846,-3.54,-0.916,29
0.83,0.423,-0.265,15.137,-2.441,4.517,29
0.843,0.436,-0.265,11.902,-0.732,8.545,29
0.851,0.454,-0.257,9.094,0.305,10.498,29
0.855,0.467,-0.244,6.714,0.366,10.254,29
0.849,0.479,-0.218,4.517,0.244,8.667,29
0.847,0.498,-0.2,2.808,0.061,6.226,29
0.845,0.521,-0.198,2.441,-0.305,3.906,29
0.856,0.542,-0.199,2.686,-0.183,2.014,29
0.856,0.545,-0.2,3.845,-0.061,-0.427,29
0.853,0.541,-0.204,5.676,-1.099,-2.441,29
0.845,0.516,-0.203,7.751,-2.319,-3.357,29
0.842,0.5,-0.198,8.179,-2.441,-3.54,29
0.845,0.487,-0.2,8.057,-2.136,-2.747,29
0.848,0.481,-0.201,6.958,-1.587,-1.953,29
0.848,0.483,-0.201,5.127,-0.793,-0.427,29
0.848,0.485,-0.202,3.174,0.183,1.099,29
0.852,0.487,-0.202,1.465,0.977,1.648,29
0.856,0.487,-0.2,-0.305,1.404,1.404,29
0.857,0.488,-0.192,-1.282,1.404,0.61,29
0.855,0.485,-0.185,-1.709,1.648,-0.183,29
0.86,0.479,-0.186,-1.831,1.709,-1.099,29
0.861,0.473,-0.186,-1.587,1.953,-1.831,29
0.857,0.47,-0.185,-1.404,1.953,-2.075,29
0.849,0.469,-0.183,-0.977,1.953,-2.075,29
0.838,0.469,-0.18,-0.732,2.258,-1.892,29
0.838,0.471,-0.178,0.122,2.625,-1.221,29
0.842,0.473,-0.173,0.61,2.808,-0.305,29
0.839,0.474,-0.175,1.404,2.625,0.549,29
0.829,0.476,-0.176,1.343,2.441,0.916,29
0.816,0.477,-0.171,1.526,2.38,1.221,29
0.814,0.48,-0.169,1.77,2.197,1.648,29
0.826,0.482,-0.178,1.953,2.686,1.953,29
0.829,0.48,-0.185,1.831,2.563,1.77,29
0.821,0.478,-0.184,1.953,1.526,1.831,29
0.807,0.478,-0.181,1.587,1.099,1.77,29
0.808,0.482,-0.183,1.282,1.404,2.075,29
0.817,0.486,-0.186,1.16,1.526,2.258,29
0.821,0.489,-0.183,0.916,1.099,2.197,29
0.816,0.488,-0.18,0.671,0.854,1.953,29
0.823,0.495,-0.177,0.366,1.221,2.136,29
0.838,0.497,-0.183,0.244,1.77,2.014,29
0.849,0.497,-0.191,0.305,1.77,1.465,29
0.85,0.493,-0.185,0.366,1.099,0.61,29
0.843,0.489,-0.178,0.183,0.61,-0.122,29
0.842,0.489,-0.176,0.488,0.61,-0.488,29
0.849,0.487,-0.173,0.854,1.282,-0.671,29
0.852,0.486,-0.174,0.854,1.831,-1.099,29
0.85,0.478,-0.17,0.977,2.014,-1.343,29
0.842,0.473,-0.173,1.465,1.892,-1.526,29
0.843,0.471,-0.183,1.587,2.197,-1.404,29
0.845,0.472,-0.19,1.892,2.686,-0.916,29
0.843,0.474,-0.197,1.465,2.747,-0.732,29
0.837,0.474,-0.2,1.099,2.197,-0.61,29
0.829,0.47,-0.196,0.854,1.953,-0.793,29
0.822,0.467,-0.194,0.732,2.075,-1.099,29
0.822,0.471,-0.198,0.671,2.258,-0.977,29
0.826,0.479,-0.2,1.16,2.136,-0.732,29
0.824,0.48,-0.199,1.038,2.014,-0.671,29
0.82,0.478,-0.197,1.16,1.953,-0.488,29
0.821,0.475,-0.198,1.526,1.77,-0.122,29
0.823,0.472,-0.204,1.709,1.709,0.427,29
0.828,0.471,-0.205,2.014,1.343,1.099,29
0.827,0.472,-0.201,2.014,1.038,1.587,29
0.823,0.474,-0.197,1.953,0.793,2.075,29
0.824,0.476,-0.198,1.831,0.732,2.563,29
0.83,0.479,-0.202,1.648,0.916,2.808,29
0.837,0.482,-0.202,1.465,0.732,2.563,29
0.833,0.484,-0.193,1.465,0.305,1.953,29
0.831,0.481,-0.19,1.526,0.244,1.16,29
0.835,0.48,-0.194,1.648,0.244,0.793,29
0.84,0.477,-0.196,1.587,0.366,0.977,29
0.841,0.474,-0.197,1.343,0.244,1.282,29
0.84,0.474,-0.195,1.099,0.183,1.831,29
0.833,0.476,-0.194,0.732,0.427,2.136,29
0.83,0.476,-0.191,0.122,0.793,2.563,29
0.824,0.476,-0.194,-0.244,0.366,3.113,29
0.828,0.483,-0.189,-0.793,0.732,3.174,29
0.822,0.483,-0.187,-0.916,0.793,2.869,29
0.822,0.487,-0.197,-0.061,0.366,1.831,29
0.825,0.484,-0.201,0.305,-0.122,1.099,29
0.828,0.481,-0.205,0.366,-0.732,0.305,29
0.828,0.478,-0.201,0.366,-0.793,-0.183,29
0.825,0.481,-0.19,-0.183,-0.671,-0.549,29
0.823,0.479,-0.187,-0.549,-0.122,-0.671,29
0.832,0.481,-0.192,-0.244,-0.183,-0.549,29
0.841,0.482,-0.191,0.244,-0.61,-0.244,29
0.844,0.48,-0.183,0.854,-0.671,-0.122,29
0.843,0.479,-0.182,1.038,-0.732,0,29
0.844,0.48,-0.185,1.221,-0.366,0.427,29
0.844,0.483,-0.184,0.854,0.061,0.61,29
0.842,0.484,-0.183,0.916,0.061,0.549,29
0.839,0.484,-0.18,0.916,0.061,0.549,29
0.837,0.481,-0.178,0.916,0.366,0.305,29
0.838,0.478,-0.184,1.099,0.366,0.183,29
0.84,0.475,-0.184,1.16,0.366,0.427,29
0.838,0.474,-0.183,0.977,0.366,0.732,29
0.834,0.472,-0.182,1.099,0.427,1.038,29
0.83,0.474,-0.185,0.854,0.549,1.526,29
0.828,0.478,-0.187,0.671,0.732,1.892,29
0.826,0.481,-0.185,0.61,0.732,2.136,29
0.824,0.485,-0.186,0.854,0.61,2.197,29
1.667,2.433,-0.755,50.476,5.432,-7.141,30
0.661,1.373,-1.408,57.556,-0.122,-19.409,30
0.79,0.782,-1.228,70.801,-9.827,-47.424,30
0.742,0.143,-0.592,40.527,-12.146,-44.373,30
0.704,-0.137,-0.344,1.831,-6.042,-29.846,30
0.879,-0.054,-0.31,-43.457,10.742,-11.108,30
0.913,0.032,-0.284,-71.228,11.414,0.122,30
0.847,0.107,-0.216,-82.458,1.343,-1.099,30
0.758,0.18,-0.085,-85.083,-4.395,-6.104,30
0.69,0.227,0.021,-78.735,-7.019,-9.46,30
0.693,0.29,0.092,-67.017,-5.676,-9.033,30
0.748,0.365,0.129,-52.246,-2.808,-7.69,30
0.795,0.425,0.139,-33.569,-2.686,-6.592,30
0.829,0.479,0.122,-15.991,-3.357,-7.141,30
0.837,0.481,0.07,-1.892,-3.235,-6.714,30
0.84,0.465,0.007,8.972,-3.113,-4.7,30
0.846,0.432,-0.069,17.151,-3.54,-2.563,30
0.857,0.408,-0.128,22.095,-4.333,-0.244,30
0.87,0.398,-0.171,23.01,-5.005,3.357,30
0.891,0.417,-0.188,21.606,-5.127,6.47,30
0.902,0.432,-0.207,18.311,-4.272,8.911,30
0.904,0.441,-0.206,13.611,-3.113,10.376,30
0.905,0.461,-0.191,7.08,-2.014,9.888,30
0.914,0.462,-0.182,1.099,-1.221,8.667,30
0.921,0.454,-0.149,-4.333,-0.854,6.958,30
0.917,0.484,-0.125,-9.399,-1.16,4.395,30
0.916,0.481,-0.13,-12.024,-1.038,2.808,30
0.919,0.509,-0.122,-14.954,-0.244,0.793,30
0.91,0.491,-0.135,-15.503,-1.038,0.366,30
0.898,0.498,-0.132,-15.564,-2.441,-0.793,30
0.895,0.487,-0.134,-17.212,-1.77,0.183,30
0.893,0.463,-0.14,-17.09,-0.427,2.991,30
0.885,0.461,-0.151,-16.174,-0.305,6.226,30
0.875,0.454,-0.169,-18.616,0.549,8.911,30
0.875,0.453,-0.164,-22.217,1.648,11.658,30
0.896,0.447,-0.184,-25.757,0.732,13.977,30
0.861,0.472,-0.124,-30.945,-0.366,14.526,30
0.864,0.512,-0.158,-33.203,1.221,14.16,30
0.872,0.512,-0.122,-32.471,-0.61,14.221,30
0.885,0.513,-0.094,-30.823,-2.197,13.916,30
0.892,0.529,-0.116,-29.175,-2.197,12.756,30
0.836,0.566,-0.101,-28.137,-1.953,11.78,30
0.869,0.577,-0.069,-25.818,-0.427,9.46,30
0.894,0.565,-0.066,-23.132,1.099,6.958,30
0.896,0.558,-0.078,-21.851,0.854,5.371,30
0.892,0.55,-0.099,-20.935,0.671,3.967,30
0.88,0.528,-0.117,-21.118,0.671,3.052,30
0.859,0.519,-0.118,-21.912,1.099,2.441,30
0.843,0.513,-0.11,-23.071,1.526,2.563,30
0.838,0.511,-0.103,-23.865,2.014,2.869,30
0.844,0.504,-0.108,-24.597,2.441,3.174,30
0.849,0.5,-0.12,-25.146,2.747,3.662,30
0.851,0.493,-0.124,-25.391,2.991,4.089,30
0.894,0.464,-0.21,-26.245,3.113,4.15,30
0.832,0.491,-0.103,-27.161,2.319,4.395,30
0.816,0.518,-0.085,-27.893,3.113,4.395,30
0.856,0.492,-0.139,-27.222,3.54,3.906,30
