aX,aY,aZ,gX,gY,gZ,Sample No
0.852,0.472,-0.153,-26.306,2.869,3.784,30
0.858,0.475,-0.152,-26.428,2.441,3.723,30
0.856,0.474,-0.157,-26.917,2.686,3.418,30
0.843,0.463,-0.164,-26.978,2.747,3.174,30
0.838,0.453,-0.179,-27.1,2.686,3.052,30
0.841,0.438,-0.197,-27.1,2.747,3.174,30
0.841,0.426,-0.214,-26.917,2.747,3.113,30
0.842,0.422,-0.228,-27.344,2.991,3.113,30
0.841,0.422,-0.228,-27.527,2.93,2.93,30
0.837,0.425,-0.219,-27.954,2.869,2.808,30
0.839,0.426,-0.21,-27.954,2.93,2.808,30
0.84,0.43,-0.207,-28.076,2.808,2.808,30
0.833,0.427,-0.207,-27.527,2.869,3.052,30
0.832,0.419,-0.207,-27.771,2.808,2.747,30
0.829,0.409,-0.212,-27.771,2.991,2.686,30
0.826,0.405,-0.216,-27.71,2.808,2.808,30
0.828,0.399,-0.22,-27.71,2.869,2.747,30
0.831,0.4,-0.226,-27.466,3.052,2.93,30
0.84,0.401,-0.231,-27.588,3.052,3.052,30
0.849,0.405,-0.234,-27.649,3.052,2.991,30
0.859,0.406,-0.24,-27.771,3.052,2.747,30
0.858,0.408,-0.234,-27.893,3.113,2.747,30
0.862,0.414,-0.222,-27.893,3.113,2.563,30
0.858,0.415,-0.216,-27.954,2.93,2.563,30
0.852,0.407,-0.222,-27.954,2.869,2.686,30
0.847,0.401,-0.229,-28.015,2.991,2.502,30
0.839,0.397,-0.235,-27.832,2.991,2.441,30
0.832,0.396,-0.243,-27.771,3.052,2.502,30
0.83,0.395,-0.249,-27.771,2.991,2.441,30
0.838,0.398,-0.252,-27.832,2.991,2.502,30
0.849,0.408,-0.254,-27.893,3.113,2.625,30
0.853,0.414,-0.254,-27.649,2.991,2.441,30
0.855,0.416,-0.257,-27.649,3.113,2.502,30
0.858,0.416,-0.262,-27.649,3.113,2.563,30
0.866,0.414,-0.266,-27.71,2.991,2.502,30
0.866,0.412,-0.266,-27.588,2.991,2.441,30
0.864,0.416,-0.267,-27.954,2.991,2.38,30
0.858,0.416,-0.261,-27.771,3.052,2.502,30
0.848,0.414,-0.263,-28.015,2.991,2.258,30
0.838,0.407,-0.263,-27.893,2.991,2.075,30
0.83,0.404,-0.263,-27.771,3.113,2.197,30
0.825,0.402,-0.267,-27.771,3.052,2.258,30
0.831,0.404,-0.263,-27.771,3.235,2.319,30
0.835,0.413,-0.25,-27.71,3.113,2.258,30
0.837,0.417,-0.235,-27.588,3.052,2.319,30
0.838,0.42,-0.226,-27.771,3.052,2.38,30
0.842,0.424,-0.226,-27.649,3.052,2.319,30
0.845,0.426,-0.227,-27.527,3.052,2.258,30
0.841,0.429,-0.227,-27.71,3.113,2.38,30
0.836,0.429,-0.232,-27.588,3.235,2.258,30
0.829,0.431,-0.237,-27.649,3.113,2.38,30
0.827,0.438,-0.24,-27.588,3.174,2.441,30
0.838,0.443,-0.245,-27.588,2.991,2.38,30
0.844,0.449,-0.25,-27.527,3.052,2.258,30
0.841,0.457,-0.25,-27.649,3.235,2.38,30
0.833,0.465,-0.248,-27.466,3.113,2.38,30
0.827,0.469,-0.241,-27.71,3.174,2.38,30
0.829,0.474,-0.239,-27.527,3.174,2.319,30
0.83,0.475,-0.238,-27.283,3.052,2.258,30
0.832,0.477,-0.243,-27.649,3.296,2.502,30
0.83,0.476,-0.246,-27.649,3.296,2.441,30
0.822,0.48,-0.245,-27.71,3.174,2.502,30
2.085,2.124,-0.36,6.714,13.733,-3.662,31
1.093,1.565,-1.842,13.428,-2.686,-5.676,31
0.533,0.82,-1.771,35.339,-12.573,-24.353,31
0.599,0.28,-1.059,22.095,10.071,-28.992,31
0.733,-0.102,-0.516,9.949,13.306,-20.874,31
1.001,-0.012,-0.259,-6.958,-7.202,-12.39,31
1.105,0.246,-0.287,-43.03,1.77,-4.944,31
0.967,0.293,-0.27,-60.12,8.484,-8.85,31
0.794,0.264,-0.106,-59.57,-4.028,-14.038,31
0.689,0.27,0.032,-56.458,-10.315,-12.573,31
0.673,0.32,0.119,-54.077,-4.883,-3.54,31
0.707,0.379,0.138,-47.729,1.709,5.737,31
0.745,0.433,0.14,-36.865,4.028,10.803,31
0.778,0.466,0.124,-24.719,4.089,11.475,31
0.809,0.484,0.08,-14.038,3.601,10.071,31
0.83,0.494,0.016,-4.883,2.38,7.08,31
0.831,0.491,-0.056,3.601,-0.366,2.869,31
0.819,0.48,-0.132,9.888,-4.089,-1.099,31
0.818,0.475,-0.195,12.451,-6.104,-2.625,31
0.829,0.48,-0.225,11.292,-6.531,-2.93,31
0.841,0.484,-0.238,9.46,-6.592,-2.747,31
0.849,0.492,-0.23,6.47,-6.531,-2.686,31
0.848,0.501,-0.22,2.991,-5.981,-2.747,31
0.862,0.51,-0.202,-0.549,-4.456,-2.747,31
0.871,0.501,-0.178,-2.869,-4.089,-2.869,31
0.875,0.494,-0.142,-3.967,-4.211,-2.991,31
0.887,0.488,-0.106,-4.211,-3.845,-3.906,31
0.885,0.489,-0.084,-3.052,-4.639,-5.005,31
0.884,0.495,-0.073,-1.099,-5.432,-6.042,31
0.883,0.499,-0.079,1.404,-5.371,-6.958,31
0.88,0.491,-0.094,4.15,-4.883,-7.446,31
0.869,0.476,-0.1,6.531,-4.578,-7.324,31
0.883,0.473,-0.122,7.446,-3.723,-6.47,31
0.883,0.452,-0.151,7.08,-2.38,-4.395,31
0.886,0.436,-0.161,5.127,-1.282,-3.174,31
0.895,0.444,-0.176,1.953,-0.549,-2.625,31
0.906,0.433,-0.168,-1.16,0.61,-1.831,31
0.903,0.434,-0.156,-3.906,1.099,-2.075,31
0.895,0.436,-0.148,-5.798,0.732,-2.258,31
0.887,0.438,-0.132,-7.141,1.038,-2.502,31
0.88,0.443,-0.119,-7.507,1.465,-2.747,31
0.875,0.447,-0.111,-6.592,1.77,-2.686,31
0.867,0.451,-0.111,-5.432,2.319,-2.502,31
0.858,0.454,-0.112,-3.784,2.197,-2.319,31
0.856,0.455,-0.109,-2.136,2.197,-2.136,31
0.854,0.454,-0.115,-0.977,2.136,-1.953,31
0.847,0.454,-0.121,-0.305,2.197,-1.587,31
0.846,0.453,-0.121,0.366,1.953,-0.427,31
0.849,0.458,-0.119,0.671,1.953,0.427,31
0.854,0.463,-0.112,1.099,1.648,1.099,31
0.856,0.465,-0.108,1.892,1.16,1.221,31
0.85,0.462,-0.11,2.075,0.61,1.343,31
0.848,0.461,-0.114,2.075,0.793,1.709,31
0.853,0.46,-0.117,1.709,1.16,2.014,31
0.856,0.461,-0.108,1.343,1.221,2.319,31
0.861,0.463,-0.109,1.038,1.16,1.953,31
0.863,0.459,-0.116,0.916,1.099,1.892,31
0.862,0.454,-0.121,0.061,1.526,1.709,31
0.862,0.449,-0.121,-0.671,1.709,1.892,31
0.865,0.451,-0.113,-1.099,1.526,2.197,31
0.858,0.451,-0.117,-1.099,1.526,2.441,31
0.861,0.452,-0.124,-1.099,2.014,2.441,31
0.864,0.452,-0.123,-1.038,1.953,2.258,31
0.852,0.449,-0.127,-1.16,1.77,2.258,31
0.852,0.444,-0.126,-1.343,1.77,2.258,31
0.854,0.448,-0.127,-1.526,1.892,2.563,31
0.849,0.451,-0.132,-1.77,1.831,2.808,31
0.842,0.457,-0.135,-1.709,1.587,2.808,31
0.834,0.459,-0.136,-1.77,1.038,2.625,31
0.843,0.464,-0.128,-2.136,1.221,2.441,31
0.848,0.466,-0.125,-2.258,1.221,2.319,31
0.857,0.469,-0.123,-2.014,0.732,1.465,31
0.848,0.466,-0.124,-1.892,0.122,0.793,31
0.847,0.463,-0.122,-1.465,-0.549,0.183,31
0.85,0.458,-0.122,-1.343,-0.427,-0.305,31
0.863,0.457,-0.119,-1.404,-0.061,-0.916,31
0.867,0.455,-0.118,-1.404,-0.122,-1.16,31
0.858,0.455,-0.123,-1.526,-0.183,-0.854,31
0.856,0.456,-0.123,-1.953,0.244,-0.244,31
0.858,0.456,-0.121,-2.136,0.61,0.488,31
0.875,0.457,-0.12,-1.831,0.854,0.977,31
0.887,0.46,-0.115,-1.526,1.16,1.404,31
0.881,0.458,-0.116,-1.099,0.977,1.099,31
0.874,0.451,-0.121,-0.854,0.916,0.977,31
0.862,0.45,-0.122,-0.793,0.854,0.732,31
0.862,0.448,-0.125,-0.671,1.16,0.793,31
0.862,0.449,-0.134,-0.549,1.953,0.854,31
0.861,0.453,-0.136,-0.61,1.892,0.916,31
0.859,0.453,-0.136,-0.61,1.404,1.038,31
0.851,0.454,-0.139,-1.099,1.038,0.854,31
0.832,0.452,-0.137,-1.465,0.977,0.732,31
0.826,0.448,-0.131,-1.404,0.732,1.099,31
0.834,0.453,-0.126,-1.404,1.282,1.465,31
0.846,0.458,-0.127,-1.16,2.075,1.953,31
0.85,0.459,-0.134,-0.854,1.831,1.953,31
0.849,0.458,-0.137,-0.427,1.282,1.77,31
0.844,0.452,-0.138,0,0.916,1.587,31
0.843,0.458,-0.13,0.122,0.854,1.221,31
0.853,0.46,-0.126,0.488,0.671,0.916,31
0.857,0.461,-0.133,1.16,0.488,0,31
0.859,0.457,-0.132,1.404,0,-0.427,31
0.856,0.454,-0.13,1.221,-0.488,-0.671,31
0.853,0.452,-0.128,1.343,-0.61,-0.488,31
0.86,0.454,-0.131,0.977,-0.305,-0.061,31
0.866,0.453,-0.136,0.732,-0.305,0.122,31
0.865,0.454,-0.135,0.183,-0.183,0.488,31
0.859,0.456,-0.133,-0.427,-0.122,0.244,31
0.862,0.458,-0.127,-0.427,-0.305,0,31
0.856,0.459,-0.13,-0.122,-0.916,-0.244,31
0.852,0.456,-0.128,-0.122,-0.977,-0.61,31
0.851,0.455,-0.117,0.061,-0.854,-0.732,31
0.855,0.458,-0.113,0,-0.427,-0.549,31
0.859,0.46,-0.118,0.244,0.244,-0.366,31
0.86,0.458,-0.123,0.916,0.549,-0.061,31
0.868,0.459,-0.127,1.099,0.671,0.244,31
0.871,0.457,-0.129,1.221,1.16,0.549,31
0.868,0.457,-0.132,1.16,1.16,0.427,31
0.866,0.456,-0.136,0.854,0.549,0.244,31
0.862,0.457,-0.137,0.732,0.305,0.183,31
1.422,1.962,0.306,-30.823,1.709,2.014,32
1.107,1.744,-1.287,-29.541,1.282,2.625,32
0.747,1.087,-1.927,-58.655,6.348,-4.761,32
0.921,0.218,-0.495,326.233,-80.322,135.498,32
0.717,-0.048,-0.143,41.443,-30.64,-16.602,32
0.827,-0.017,-0.198,-41.077,-5.432,-43.213,32
0.831,0.063,-0.28,-49.561,-2.38,-23.865,32
0.84,0.191,-0.229,-63.354,-6.958,-13.977,32
0.812,0.283,-0.089,-70.496,-9.155,-11.902,32
0.77,0.329,0.01,-67.81,-12.939,-12.085,32
0.761,0.351,0.075,-58.594,-13.489,-10.803,32
0.782,0.369,0.125,-43.03,-10.925,-7.202,32
0.823,0.379,0.157,-22.644,-9.094,-2.38,32
0.865,0.374,0.151,-9.338,-6.836,-0.916,32
0.9,0.379,0.097,-0.61,-5.554,-0.366,32
0.916,0.369,0.005,3.906,-5.249,0.916,32
0.918,0.361,-0.076,5.005,-5.371,1.892,32
0.913,0.363,-0.145,3.418,-4.883,2.808,32
0.911,0.357,-0.187,0.977,-4.211,4.15,32
0.921,0.38,-0.204,-1.77,-3.601,4.883,32
0.927,0.396,-0.203,-4.7,-2.869,5.371,32
0.927,0.42,-0.18,-7.812,-2.258,5.127,32
0.937,0.429,-0.161,-10.559,-1.404,4.578,32
0.935,0.427,-0.141,-12.512,-0.854,3.784,32
0.938,0.427,-0.122,-14.771,-0.305,2.991,32
0.94,0.431,-0.107,-16.357,0.061,2.441,32
0.943,0.429,-0.106,-17.273,0.671,2.136,32
0.936,0.421,-0.11,-17.883,0.793,1.831,32
0.931,0.418,-0.108,-18.311,0.854,1.648,32
0.924,0.403,-0.105,-18.555,1.038,1.77,32
0.921,0.397,-0.104,-19.226,1.526,1.77,32
0.92,0.394,-0.108,-19.958,1.892,2.136,32
0.92,0.393,-0.117,-20.813,2.38,2.319,32
0.927,0.389,-0.117,-21.79,2.563,2.38,32
0.933,0.381,-0.112,-22.583,2.686,2.441,32
0.935,0.37,-0.109,-22.949,2.869,2.197,32
0.926,0.36,-0.1,-23.56,2.991,2.075,32
0.919,0.357,-0.096,-24.048,2.93,1.892,32
0.91,0.359,-0.091,-24.597,2.93,1.709,32
0.907,0.364,-0.09,-24.719,2.991,1.831,32
0.903,0.371,-0.087,-24.841,3.113,2.014,32
0.902,0.374,-0.082,-24.841,3.113,2.014,32
0.9,0.38,-0.075,-24.841,2.93,2.136,32
0.897,0.386,-0.078,-24.963,2.869,2.136,32
0.897,0.387,-0.087,-24.841,3.113,2.197,32
0.894,0.388,-0.086,-24.78,3.113,2.197,32
0.888,0.389,-0.081,-24.597,2.991,2.197,32
0.886,0.394,-0.076,-24.902,3.052,2.014,32
0.885,0.397,-0.081,-24.841,2.991,2.075,32
0.885,0.396,-0.083,-24.536,2.869,2.136,32
0.882,0.393,-0.082,-24.78,2.747,2.014,32
0.875,0.387,-0.079,-24.902,2.808,2.075,32
0.883,0.385,-0.08,-24.902,2.93,2.136,32
0.888,0.385,-0.086,-25.085,3.052,2.075,32
0.893,0.382,-0.095,-25.146,2.991,2.136,32
0.891,0.383,-0.097,-25.269,2.991,2.258,32
0.897,0.387,-0.087,-25.452,2.991,2.258,32
0.908,0.396,-0.078,-25.635,3.052,2.38,32
0.912,0.397,-0.085,-25.696,3.113,2.197,32
0.904,0.39,-0.093,-25.452,2.93,2.014,32
0.897,0.384,-0.096,-25.513,2.991,1.892,32
0.896,0.384,-0.099,-25.696,2.93,1.892,32
0.896,0.387,-0.096,-25.757,2.991,2.136,32
0.893,0.393,-0.098,-25.635,3.113,2.258,32
0.897,0.397,-0.098,-25.574,3.113,2.319,32
0.897,0.396,-0.097,-25.513,2.93,2.258,32
0.894,0.391,-0.103,-25.696,2.808,2.136,32
0.89,0.389,-0.108,-25.818,2.991,2.075,32
0.888,0.387,-0.099,-25.818,2.991,2.136,32
0.885,0.389,-0.095,-25.757,2.869,2.319,32
0.891,0.396,-0.095,-25.757,2.991,2.197,32
0.898,0.397,-0.094,-25.696,3.113,2.197,32
0.902,0.392,-0.095,-25.574,2.991,2.197,32
0.898,0.386,-0.087,-25.757,2.869,2.136,32
0.894,0.386,-0.085,-25.94,2.93,2.014,32
0.896,0.388,-0.094,-25.879,2.991,2.014,32
0.894,0.391,-0.102,-25.635,3.052,2.014,32
0.889,0.394,-0.104,-25.757,3.113,2.197,32
0.884,0.391,-0.105,-25.574,3.052,2.319,32
0.884,0.392,-0.105,-25.513,3.113,2.502,32
0.888,0.392,-0.11,-25.635,3.052,2.319,32
0.888,0.393,-0.106,-25.757,2.93,2.38,32
0.881,0.392,-0.109,-25.757,2.93,2.441,32
0.887,0.394,-0.108,-25.818,2.991,2.38,32
0.89,0.397,-0.106,-25.94,2.991,2.197,32
0.89,0.399,-0.103,-25.757,2.991,2.197,32
0.882,0.397,-0.105,-25.635,2.93,2.136,32
0.879,0.394,-0.106,-25.635,2.93,2.014,32
0.88,0.395,-0.104,-25.574,2.991,1.953,32
0.885,0.396,-0.106,-25.513,2.93,1.953,32
0.89,0.391,-0.104,-25.635,3.052,2.075,32
0.892,0.387,-0.1,-25.513,2.991,2.136,32
0.889,0.383,-0.096,-25.452,2.808,1.831,32
0.887,0.385,-0.098,-25.574,2.991,1.831,32
0.889,0.387,-0.096,-25.452,2.93,2.075,32
0.888,0.39,-0.102,-25.391,2.991,1.953,32
0.891,0.388,-0.104,-25.513,2.991,2.014,32
0.888,0.386,-0.104,-25.33,2.869,2.014,32
0.885,0.387,-0.103,-25.269,2.869,2.075,32
0.887,0.386,-0.101,-25.513,2.93,1.953,32
0.891,0.388,-0.098,-25.391,2.869,2.075,32
0.892,0.388,-0.097,-25.513,2.808,2.014,32
0.893,0.388,-0.096,-25.513,2.808,2.014,32
0.893,0.39,-0.091,-25.391,2.808,2.075,32
0.892,0.393,-0.088,-25.513,2.93,1.953,32
0.891,0.394,-0.095,-25.513,2.747,2.014,32
0.892,0.395,-0.1,-25.513,2.869,2.014,32
0.896,0.395,-0.096,-25.391,2.808,1.892,32
0.9,0.4,-0.093,-25.574,2.991,1.953,32
0.899,0.395,-0.096,-25.269,3.052,2.136,32
0.896,0.392,-0.1,-25.33,2.93,2.014,32
0.897,0.388,-0.098,-25.33,2.808,2.014,32
0.899,0.386,-0.095,-25.574,2.93,1.953,32
0.895,0.387,-0.091,-25.635,2.869,1.953,32
0.892,0.388,-0.093,-25.452,2.93,1.953,32
0.893,0.387,-0.091,-25.33,2.93,2.197,32
0.901,0.387,-0.09,-25.452,2.808,2.136,32
0.904,0.387,-0.088,-25.574,2.93,2.136,32
0.9,0.386,-0.089,-25.574,2.991,2.258,32
2.006,1.923,1.689,-18.127,7.202,-0.122,33
1.218,2.085,-0.988,-12.878,4.517,1.465,33
0.599,0.967,-1.412,-17.151,2.197,1.587,33
0.906,0.51,-1.102,-29.541,5.676,-7.751,33
0.829,-0.003,-0.464,-47.485,6.042,-25.024,33
0.796,-0.139,-0.168,-52.856,-0.549,-22.034,33
0.957,0.024,-0.133,-47.913,-0.305,-6.104,33
0.973,0.141,-0.114,-43.823,-5.188,-3.418,33
0.866,0.215,-0.057,-37.72,-11.169,-4.883,33
0.754,0.279,0.009,-33.508,-10.742,-5.249,33
0.698,0.338,0.063,-29.541,-7.996,-2.747,33
0.745,0.398,0.113,-26.062,-4.272,0.366,33
0.823,0.433,0.117,-22.705,-0.977,2.808,33
0.888,0.455,0.101,-19.287,0.488,3.174,33
0.904,0.445,0.045,-16.602,0.427,2.625,33
0.893,0.425,-0.024,-15.076,0.061,2.075,33
0.868,0.407,-0.095,-14.709,0.244,2.075,33
0.862,0.406,-0.161,-15.137,0.366,2.686,33
0.874,0.408,-0.213,-16.052,0.732,3.052,33
0.883,0.405,-0.241,-17.334,0.977,3.418,33
0.889,0.407,-0.247,-18.86,1.282,3.479,33
0.893,0.415,-0.239,-20.081,1.587,3.296,33
0.897,0.437,-0.222,-21.301,1.77,2.991,33
0.904,0.445,-0.204,-22.4,1.831,2.747,33
0.908,0.455,-0.17,-23.132,1.953,2.502,33
0.911,0.464,-0.14,-23.743,1.892,2.197,33
0.906,0.473,-0.125,-23.926,2.014,2.075,33
0.901,0.474,-0.118,-24.231,2.014,1.831,33
0.901,0.466,-0.115,-24.17,2.258,1.709,33
0.897,0.453,-0.115,-24.231,2.258,1.831,33
0.898,0.442,-0.12,-24.17,2.502,2.075,33
0.904,0.421,-0.131,-24.536,2.625,2.136,33
0.913,0.431,-0.139,-24.841,2.686,2.258,33
0.919,0.414,-0.15,-25.208,2.991,2.38,33
0.92,0.413,-0.148,-25.513,2.991,2.197,33
0.916,0.411,-0.134,-25.757,2.991,2.197,33
0.91,0.409,-0.123,-26.062,2.93,2.136,33
0.905,0.413,-0.121,-26.001,3.052,2.014,33
0.901,0.417,-0.114,-26.306,2.93,2.136,33
0.899,0.418,-0.113,-26.367,3.113,2.075,33
0.896,0.415,-0.113,-26.55,3.235,2.014,33
0.892,0.411,-0.117,-26.428,3.174,2.136,33
0.882,0.408,-0.123,-26.184,3.174,2.197,33
0.878,0.408,-0.129,-26.367,3.235,2.075,33
0.872,0.41,-0.132,-26.55,3.113,2.136,33
0.867,0.412,-0.131,-26.611,3.235,2.197,33
0.859,0.418,-0.128,-26.489,3.235,2.197,33
0.855,0.427,-0.124,-26.611,3.174,2.502,33
0.857,0.433,-0.124,-26.611,3.235,2.441,33
0.856,0.442,-0.128,-26.672,3.235,2.563,33
0.856,0.439,-0.129,-26.733,3.235,2.38,33
0.858,0.432,-0.129,-26.733,3.174,2.319,33
0.857,0.428,-0.128,-26.672,3.113,2.258,33
0.858,0.426,-0.131,-26.733,3.174,2.197,33
0.86,0.426,-0.133,-26.855,3.174,2.075,33
0.856,0.426,-0.132,-26.733,3.052,2.075,33
0.852,0.426,-0.127,-26.978,3.052,2.014,33
0.858,0.428,-0.125,-26.855,2.991,2.075,33
0.866,0.43,-0.123,-26.917,2.991,2.197,33
0.865,0.429,-0.127,-26.672,2.93,2.136,33
0.864,0.428,-0.131,-26.55,2.869,2.136,33
0.867,0.422,-0.133,-26.489,3.113,2.136,33
0.871,0.423,-0.133,-26.794,3.174,2.075,33
0.876,0.423,-0.135,-26.978,3.113,2.197,33
0.872,0.425,-0.132,-26.794,2.869,2.075,33
0.868,0.424,-0.132,-26.55,2.808,2.075,33
0.868,0.421,-0.131,-26.733,2.93,1.953,33
0.866,0.42,-0.132,-26.55,2.991,2.136,33
0.868,0.422,-0.138,-26.733,2.869,2.075,33
0.875,0.427,-0.141,-26.672,2.93,2.075,33
0.877,0.428,-0.14,-26.55,2.93,2.075,33
0.877,0.425,-0.139,-26.672,2.991,2.014,33
0.875,0.422,-0.142,-26.672,2.991,2.136,33
0.868,0.427,-0.142,-26.855,2.991,2.075,33
0.861,0.434,-0.144,-26.855,3.052,1.892,33
0.861,0.434,-0.151,-26.794,2.991,2.075,33
0.865,0.429,-0.152,-26.672,2.991,2.136,33
0.865,0.424,-0.152,-26.978,3.052,2.075,33
0.86,0.428,-0.15,-26.855,3.052,2.014,33
0.862,0.435,-0.149,-26.672,3.052,2.014,33
0.871,0.436,-0.147,-26.611,2.869,2.075,33
0.871,0.43,-0.139,-26.672,2.808,1.953,33
0.867,0.421,-0.131,-26.611,2.869,1.953,33
0.864,0.418,-0.123,-26.672,2.991,2.014,33
0.867,0.417,-0.126,-26.611,2.869,1.953,33
0.87,0.413,-0.126,-26.489,2.93,2.136,33
0.865,0.409,-0.124,-26.367,2.93,1.892,33
0.862,0.413,-0.12,-26.489,2.808,1.953,33
0.864,0.416,-0.121,-26.428,2.93,2.014,33
0.871,0.421,-0.125,-26.489,3.052,2.014,33
0.87,0.421,-0.131,-26.428,2.991,2.014,33
0.865,0.418,-0.134,-26.55,2.991,2.075,33
0.862,0.416,-0.132,-26.489,2.93,2.075,33
0.865,0.416,-0.135,-26.306,2.869,2.136,33
0.869,0.418,-0.139,-26.428,2.93,2.136,33
0.868,0.417,-0.144,-26.55,2.869,2.075,33
0.866,0.417,-0.141,-26.611,2.93,2.014,33
0.866,0.418,-0.137,-26.672,2.93,2.136,33
0.869,0.421,-0.132,-26.55,2.93,2.014,33
0.87,0.422,-0.129,-26.55,2.808,1.953,33
0.872,0.424,-0.126,-26.672,2.808,2.075,33
0.877,0.425,-0.122,-26.55,2.869,2.075,33
0.883,0.426,-0.121,-26.55,2.991,2.136,33
0.883,0.426,-0.125,-26.55,3.113,2.136,33
0.886,0.426,-0.127,-26.672,2.991,2.197,33
0.886,0.424,-0.13,-26.611,2.991,2.197,33
0.887,0.426,-0.131,-26.794,3.052,2.075,33
0.89,0.426,-0.135,-26.794,2.93,2.075,33
0.889,0.419,-0.14,-27.039,2.991,2.075,33
0.882,0.426,-0.143,-27.161,2.991,2.319,33
0.876,0.421,-0.142,-27.283,3.113,2.441,33
0.887,0.42,-0.146,-27.283,2.991,2.441,33
0.883,0.423,-0.149,-27.466,3.052,2.38,33
0.894,0.427,-0.151,-27.771,2.991,2.625,33
0.901,0.434,-0.161,-27.893,3.052,2.686,33
0.91,0.434,-0.155,-28.198,3.113,2.686,33
0.91,0.456,-0.155,-28.381,2.93,2.502,33
0.909,0.435,-0.146,-28.137,2.869,2.747,33
0.899,0.442,-0.142,-28.381,3.052,2.625,33
1.412,1.921,-0.548,-3.601,5.066,0.061,34
0.712,1.532,-1.075,-10.193,3.052,1.221,34
0.868,0.821,-1.124,-14.832,2.38,-0.061,34
0.886,0.36,-0.425,-20.813,1.709,-0.061,34
0.746,0.031,-0.127,-24.536,1.038,-0.366,34
0.801,0.029,-0.233,-27.71,3.113,0.305,34
0.809,0.094,-0.28,-29.48,3.601,1.526,34
0.825,0.182,-0.239,-30.518,2.686,2.075,34
0.841,0.27,-0.127,-31.189,2.38,1.709,34
0.818,0.32,-0.035,-31.189,2.319,1.282,34
0.79,0.365,0.029,-30.457,2.258,0.916,34
0.794,0.399,0.083,-29.114,2.258,0.732,34
0.816,0.432,0.107,-27.405,2.441,0.549,34
0.831,0.458,0.068,-26.001,2.319,0.549,34
0.829,0.469,-0.013,-24.719,2.502,0.671,34
0.823,0.466,-0.094,-23.865,2.686,0.916,34
0.821,0.449,-0.143,-23.682,2.747,1.404,34
0.838,0.427,-0.177,-23.376,2.747,1.831,34
0.86,0.411,-0.209,-23.437,2.991,2.319,34
0.873,0.41,-0.227,-23.743,2.991,2.441,34
0.872,0.421,-0.231,-24.048,2.93,2.563,34
0.869,0.433,-0.218,-24.292,2.93,2.502,34
0.87,0.448,-0.198,-24.536,2.93,2.197,34
0.88,0.467,-0.183,-24.902,2.808,2.014,34
0.886,0.483,-0.167,-25.024,2.747,1.953,34
0.883,0.488,-0.156,-25.146,2.625,1.709,34
0.88,0.48,-0.152,-25.024,2.441,1.465,34
0.875,0.469,-0.152,-24.841,2.502,1.404,34
0.874,0.457,-0.15,-24.658,2.625,1.282,34
0.871,0.446,-0.145,-24.658,2.563,1.526,34
0.874,0.443,-0.144,-24.78,2.686,1.587,34
0.877,0.448,-0.147,-24.78,2.808,1.77,34
0.886,0.453,-0.15,-25.085,2.991,2.136,34
0.892,0.457,-0.149,-25.269,2.991,2.197,34
0.891,0.457,-0.145,-25.452,2.93,2.136,34
0.888,0.453,-0.138,-25.513,3.052,2.075,34
0.89,0.449,-0.135,-25.635,3.174,1.892,34
0.888,0.445,-0.131,-25.574,3.235,1.831,34
0.88,0.441,-0.131,-25.452,3.235,1.709,34
0.866,0.438,-0.132,-25.513,3.235,1.953,34
0.861,0.438,-0.134,-25.452,3.174,2.014,34
0.859,0.44,-0.141,-25.513,3.357,2.197,34
0.854,0.437,-0.143,-25.696,3.479,2.319,34
0.845,0.435,-0.141,-25.513,3.296,2.38,34
0.847,0.445,-0.137,-25.452,3.235,2.563,34
0.844,0.456,-0.133,-25.146,3.296,2.563,34
0.839,0.461,-0.135,-24.963,3.296,2.441,34
0.834,0.461,-0.142,-24.841,3.174,2.258,34
0.83,0.458,-0.143,-24.841,3.113,2.075,34
0.831,0.455,-0.141,-24.719,3.052,2.136,34
0.838,0.452,-0.139,-24.719,3.052,2.075,34
0.847,0.448,-0.145,-24.719,2.93,2.075,34
0.85,0.442,-0.153,-24.719,2.93,2.258,34
0.854,0.436,-0.155,-24.902,2.991,2.136,34
0.852,0.434,-0.149,-25.146,3.052,2.075,34
0.849,0.442,-0.147,-25.33,2.93,2.136,34
0.848,0.453,-0.15,-25.085,2.93,2.197,34
0.853,0.459,-0.149,-25.024,2.869,2.197,34
0.864,0.457,-0.147,-25.085,2.869,2.319,34
0.875,0.458,-0.148,-25.146,2.991,2.197,34
0.869,0.454,-0.143,-25.024,2.869,2.075,34
0.86,0.455,-0.147,-24.963,2.869,1.953,34
0.854,0.461,-0.149,-24.902,2.808,1.953,34
0.859,0.463,-0.155,-24.902,2.869,2.014,34
0.868,0.462,-0.162,-24.78,2.869,2.136,34
0.868,0.459,-0.152,-24.841,2.93,2.014,34
0.862,0.454,-0.147,-24.841,2.991,1.953,34
0.855,0.454,-0.153,-24.719,2.991,1.953,34
0.852,0.456,-0.16,-24.902,3.052,2.075,34
0.853,0.455,-0.166,-24.841,2.991,2.075,34
0.85,0.458,-0.167,-24.902,2.869,2.197,34
0.855,0.459,-0.167,-25.024,2.991,2.258,34
0.852,0.458,-0.17,-24.963,3.113,2.197,34
0.845,0.457,-0.167,-24.902,3.235,2.197,34
0.843,0.464,-0.161,-25.024,3.113,2.197,34
0.841,0.468,-0.156,-24.963,2.93,2.258,34
0.843,0.471,-0.158,-24.902,2.93,2.136,34
